text,expected,predicted
"Както не заметна тенденция снижения курящих в Новосибирске, постоянно выхожу из НГТУ и прохожу мимо группы потенциальных больных раком лёгких, в перемешку с вейперами, и вот уже лет 5 эти стайки молодежи не уменьшаются в колличестве. Да и в супермаркетах каждый второй сливает 100 рублей на очередную пачку.",0.0,0.0
"Если рассматривать его так - каждые 2 года быстродействие процессоров увеличивается в 2 раза или в 2 раза уменьшается техпроцесс. У меня в компьютере процессор Core i5-3470 Ivy Bridge, это 2 квартал 2012 года. Возьмём для сравнения Core i5-9600k (4 квартал 2018 года, то есть, совсем новинка) 86 за 6,5 лет, и это при том, что Core i5-9600k - это лучший из Core i5 последнего поколения, когда 3470 был не самым лучшим. И где удвоение за 2 года? Даже если сравнивать с Core i7-9700k: получается 114 к производительности за 6,5 лет. По закону Мура мой процессор должен быть в 8 раз слабее самых последних процессоров, а в реальности - не более, чем в 2 раза.
",0.0,0.0
"Речь не о бы, ветка началась с заявления, что отказ от смартов средней ценовой группы - это из за низкой технической грамотности. Заявление столь же громкое сколь тупое. Давайте не будем уходить в дебри рынка электроники.
",0.0,0.0
"Можешь отсыпать пару грузовиков со склада брака? Складские площадя освободите)
",1.0,1.0
"К счастью нет. 1 8 не выделяется ни в одной из квартир как изолированное помещение. Дети проживать в квартире не могут. Вдова продаст дом (который ей не нужен) и выкупит доли в квартирах.
",0.0,0.0
"Понятное дело, всё интересное он уже собрал с тебя)",0.0,1.0
"Нет не забыл-просто не дошел еще. Первая маркировка-табак 1 марта. Потом Обувь с 1 июля. В декабре автомобильные покрышки, занавески скатерти постельное белье , одежда в т.ч. кожаная(меховая уже под контролем), парфюмерия. Короче кому что нужно закупайте заранее. А про парня с 3 досками-история другая. Он в леруа закупал как ИП в оптовом отделе пиломатериалы для ремонта магазина-ибо так дешевле. Но беда-он не был зарегестрирован в ЕГАИС лес. Поэтому его и прижучили. Ситуация бред-согласен. Покупал бы через кассу как физик-проблем бы не было. К сожалению потерял чем дело кончилось, там еще минимум хотели ввести на оборот лесоматериалов, который бы не попадал под действия ЕГАИС лес
",0.0,0.0
"Ничего страшного, можно прочитать что есть а потом продать и купить уже так или иначе полноценную коллекцию
",0.0,0.0
"Вспомнилось, как за убийство лесника чиновнику дали штраф в 100 000 рублей и все (где-то 1500 )
",0.0,0.0
"При осмотре посылки наложенным платежом в курьеских службах все время рядом находится работник почты, он стоит над душой, чтобы подмены не произошлоили человек не схватил товар и не убежал из отделения, не заплатив.
",0.0,0.0
"Там оценок не ставят, просто зачёт, но посещение обязательное
",0.0,0.0
"Два года назад получал загранпаспорт, через гос.услуги написал заяву, получил паспорт, а вчера приходит письмо на почту. Обновлён статус Вашего заявления на получение загранпаспорта нового поколения.
",0.0,0.0
"Все лидеры Новососсии давно червей кормят Кто все? Захарченка до назначения главой ДНР был обычным комбатом, Гиви и Мото были просто харизматичными лицами на экране, из известных лидеров погибли Дремов и Мозговой, но они из за терок в ЛНР с Плотвой погибли, Безлер, Гиркин, Ходаковский, Дубинский живы и здоровы, их только кремлядь пидорнула с Донбасса, а Гиркина за его вскукареки вообще то постоянно мочат подзалупные.
",1.0,0.0
нет там никаких дисков,0.0,1.0
"Вроде как, более-менее вменяемая программа о политике на ТВ.
",0.0,0.0
"Шизик опять возбудился, требуется очистка.
",1.0,0.0
"Кстати, тупая шутка про коран Кому как. Мне зашла соседка за солью, товарищ майор , хоть и подача была быдловата.
",1.0,0.0
"У моей подруги была традиция в обеденный перерыв ходить домой, она успевала пообедать и поиграть с котом. Как-то раз она позвала нас в обед к себе, мол давайте у меня кофе попьем. Сидим мы у нее, пьем кофе, болтаем, а кот ушел из кухни. Слышим из коридора доносится кошачий вой, оказывается он сидит в темном коридоре, в глазах слезы и воет. Обиделся, что не ему внимание. После смерти подруги он пережил ее на 3 недели, отказался от еды, так и умер, 40 дней не было.
",0.0,0.0
"Какую ещё нахуй правоту ? Ты сказал, что правый и за мораль и всё такое, я тебе предъявил мол есть ли у тебя семья жена. Ты начал маняврировать, что то про кукан. Где я слился то, питушок ?
",1.0,1.0
"Говорят, что пятачок у свиньи - это укороченный хобот. Их что, тоже запретят? : -( Хнык.
",1.0,0.0
"Я за то чтобы сразу открывать все карты!
",0.0,0.0
"Ещё бы они подписывали документ, что магазин не несет ответственности за отравление.
",0.0,1.0
"А вот если бы дала, то осталась бы жива. Вывод: у баб мозгов как у хлебушка.
",1.0,1.0
"Ну не знаю. А откуда тогда машин столько у людей? И районы новые строятся, чё-т пустых квартир не замечаю.
",0.0,0.0
"Ну а лучше пытался бы выяснить Кем этот вагон был в рейс поставленный
",0.0,1.0
"ну хз, значит до меня не дошел весь великий посыл в таком фильме, как груз-200. Значит я быдло тупое
",1.0,0.0
"Либерашка, хуле ты сейчас за людей в бараках не топишь, а поддерживаешь срыночек, который до сих пор в 21 веке заставляет большинство населения планеты готовить на дровянных печах и жить при свечах?
",1.0,1.0
"А почему паспорт не имеют права забирать?
",0.0,1.0
"То есть обсуждать пушки низзя, но и обсуждать то, как избежать попадания в места, где тебя учат из пушек убивать людей-тоже низзя? Вот такие вот у буржуазии стандарты. Говорить про оружие пролам запрещено, но дохнуть за интересы своих олигархов они обязаны.
",1.0,0.0
"Когда пикрил детей резал, то пидарашки тоже ничего не cлышали и не видели. Хотя неcколько детей у него орали пару cуток, пока он, перед убийcтвом, над ними рофлил. Проcто у рузких оcобенноcть такая. Кланятьcя вcем, кто предcтавляет опаcноcть и cмаковать мучения более cлабых попутно выcирая на них доноcы.
",1.0,0.0
"Прям на лицах написано тупые и наглые очкогорелки
",1.0,0.0
"Скримеры рак, форсящийся детьми, нахуй убивающий всю ламповость шебм-тредов. Раньше ты мог просто кликнуть на видос, и прощелкивать их вниз, даже не читая постов. Где что-то нужное остановился, спросил или на хуй послал. Сейчас же такое хрен сделаешь, либо уши надевай, либо без звука смотри. Но эти же пидарасы специально делают видосы, где нужен звук, который еще и приглушают. В общем, эту хуйню либо выжечь, либо от шебм-тредов останется только дрочилово.
",1.0,1.0
"украинец пидорашка, это известный факт.
",1.0,0.0
"Что это за ёбань? Моллюски?
",1.0,0.0
"Я пишу про пиздец в своей стране, обращаю внимание на болезнь, как доктор. ЧТо там у хохлов итальянцев пиндосов - мне похуй. От них мне интересно только хорошее, как образец, к чему стремиться.
",1.0,1.0
"Я хз по магазинам фильтров для чего вы ходили(видимо автомобильных). Но у каждого производителя фильтров есть линейка магистральных. Например -
",0.0,0.0
"У пидараса понасенко плохо все таки с самооценкой. Это же надо было на Шульман наехать. Дебил возомнил себя фигурой, когда он обычный, приятный пидарас, не более.
",1.0,0.0
"Судя по наличию пара из окна зимой - у нас дома кипяток
",0.0,0.0
"Пыня и его говорящие головы озвучивает абсолютно весь спектр идей. У него есть специальные службы, которые проводят опрос общественного мнения и мониторят сми. В том числе есть люди которые мониторят двач - лахтинцы. Выжимка всех этих идей приходит к пыне на стол в специальной папочке. Он эту папочку смотрит и выбирает, что озвучить. Очевидно хорошие идеи он озвучивает сам, плохие и неочевидные идеи он поручает озвучивать говорящим головам. Поэтому все думают, что царь хороший, а бояре плохие. Пыня даже себя либералом объявил, хотя он очевидный диктатор-автократ. Поэтому нуно смотреть не риторику, хотя риторику тоже нужно, т.к. она показывает, в какую сторону они хотят нами минипулировать. Нужно смотреть дела. А дела такие, что на права и свободы человека всем насрать, а пыня строит неофеодализм с богатыми баринами и пидорахами, которые все стерпят.",1.0,0.0
"А почему актриса не та?
",0.0,0.0
"В банкомате камера,пишите заявление,хоть фото будет
",0.0,0.0
"Найс какляцкую фамилию перефорсили. Это у вас такой мемчик локальный на пораше?
",1.0,1.0
"Бывает, меня вот бесит, когда в предложении есть вставка поверь . Прям вот ухххбля) Сразу в голове всплывают воспоминания о разговорах за жизнь с бывалыми малолетками, во времена школы института конечно и плюсом к этому частицы той невероятной дичи, что они несли
",1.0,0.0
"Вот к какому рациону человек привык, какого он ранее придерживался, такой и подвергать плавному изменению. Урезание порций на 5-10 в месяц практически не чувствуется, а вероятность срывов намного ниже.
",0.0,0.0
"15 см от яек, это значит что он раза в два короче при нормальном измерении сверху... Соболезную.
",0.0,0.0
"вышел на площадь с плакатиком не коррупции коррупция исчезла Ебаные тупые вниманиебляди которым похуй на эту коррупцию и просто хочется засветиться.
",1.0,1.0
"лол. ты не понимаешь, как это работает.
",1.0,1.0
"С девочками! А не с этой политической проституткой...
",1.0,0.0
"Срочно сообщите Достоевскому, что он хохол, вот он удивится.
",1.0,1.0
"Интересно, почему принято хлопать после посадки?
",0.0,1.0
"УПАД Т! ТАМ НЕЛЬЗЯ СТРОИТЬ! ТЕХНОЛОГИЙ НЕТ! РАЗВОРУЮТ КАК ВСЕГДА! УЖЕ ТРЕЩИНАМИ ПОШ Л! ТУПЫЕ КИТАЗЫ НЕ МОГУТ НИЧЕГО НОРМАЛЬНО СДЕЛАТЬ!
",1.0,0.0
"Где ссылка на информационную новость?)
",0.0,1.0
"Самое красивое не показали ( я про горизонт событий.
",0.0,1.0
"Мне так бывшая жена подарок на День рождения сделала. Курьер привез вещь домой. Эту штуку я сам собирался купить, но получить подарок таким образом - паскудное ощущение, знаете ли. Лучше уж вообще ничего или открытку. Но отношение человека показал. Она еще потом всем знакомым рассказывала, какой окуенный подарок КУПИЛА. Да уж....
",0.0,0.0
"Либертарианцы рассматривают мир, где ресурсы неограничены, а это не так. Нет, нет и еще раз нет. Они распределять ресурсы по принципам свободного рынка. Без регуляции ресурсы оседают у того, у кого больше денег, возможностей этот ресурс отжать. Больше денег - да. Если ты не можешь купить больше товара за большее количество денег (при условии, что ты не скупаешь последнюю единицу товара), то на кой хуй тебе вообще эти деньги нужны? Возможность отжать ресурс - если ты подразумеваешь использование силы, то либертарианство как раз против этого. К слову, если рынок регулировать, то ресурсы все еще будут оседать. Но не у богатых, а у тех, кто эти ресурсы перераспределяет. Не говоря уж о том, что богатые хотя бы делали что-то, чтобы получить больше ресурсов. По либертарианству каждая коммуна вольна свои правила устанавливать, но если сверху по течению реки люди решили не строить отчистные сооружения, потому что они им не нужны, то ниже по течению люди будут купаться в говне тех кто выше. И люди коммуны снизу течения реки придут в либертарианский суд, выложат пруфы о том, кто владеет предприятием и как оно им вредит, а потом владельца выебут в жопу. Нет, если монополия базируется на том, что монополист забрал все ресурсы. Это повод искать альтернативы. Биг ойл присвоило себе весь бензин. Что сделали люди? Положили на этот самый бензин хуй и стали закупать керосин, Биг ойл начал сдуваться. Рыночек порешал. Есть ещё такая шутка, как сложность входа на рынок. Замечание хорошее, несомненно. Но на рынке есть много разных механизмов. К примеру, можно собрать инвестиции всяких геймеров, которых заебали оверпрайснутые процессоры. Этот самый Васян за деньги геймеров основывает свою компанию, нанимает людей и ебашит хорошие процессоры. возможность монополиста работать в убыток Это, очевидно, не может продолжаться вечно, потому что деньги когда-нибудь закончатся. По этой причине государственные монополии и опасны - их деньги не ограничены, потому что дыра в бюджете затыкается деньгами налогоплательщиков. На свободном рынке монополисту придется чем-то жертвовать в надежде завоевать большую часть рынка, что может и не произойти. И, опять же, свобода малого бизнеса.
",0.0,0.0
"За пять лет не смог заносить NB до такого состояния. Последние три года в них работал. Подошва протерлась, а верх остался целым, только замша лосниться стала.
",0.0,0.0
"О-па, интересно: а как эта фраза меняет смысл скрина?
",0.0,1.0
"Фигово это когда даже носки не дарят. Я из этого числа)
",0.0,0.0
"Я пробовала не много диет, но с такой столкнулась 5 лет назад. БелкОвая, на четыре недели. Людям с повышенным холестерином противопоказана. И я тоже попробовала. Результат - потрясающий. Самое главное, что по окончании диеты - продолжает снижаться вес, кушать хочется меньше. Но, проходит время и всё становится на круги своя. Повторяла её несколько раз. Меня устраивает точность в меню, лично мне так легче. Почему-то я не могу кушать половину порцию вне диеты. Сейчас хочется какой - нибудь другой попробовать. Удачи вам.
",0.0,0.0
"Пиздец попаболь наблюдаю я. Дякую из Киева, Онотоле.
",1.0,1.0
"Кровать, кстати, очень качественная, лет десять - как новая.
",0.0,0.0
"наличие процессора с частотой не менее 3100 Мгц ОС Microsoft Windows 10 Pro 64 с бессрочной лицензией Антивирус Касперского, Microsoft Office, продукты Adobe и 1С Интересно будет посмотреть мотивационную часть. Нахуй им именно 3 гига? Нахуй им именно винда про? Нахуй им вообще винда? Нахуй им именно мс оффис? Пусть сидят на либреофисе. пдфы смотреть тоже много гигов и продуктов адобе не надо. Нахуй им всем 1С? У них там чо, ставят 1С.Уголовочку? И вроде все эти 1сы не такие уж жоркие. Ну и этот разг0н конечно зассал пруфлинки выложить, что как бы намекает.
",0.0,0.0
"Да какая агрессия. Тебя ткнули в твое же дерьмо. Обтекай. Это я без отрицательных эмоций. Просто факт.
",1.0,1.0
"За темой не слежу. Почему машины выше проема едут под этот мост?
",0.0,0.0
Биос не видит хдд и сд-ром . что может быть?,0.0,0.0
"А в чем отличие? Точно так же медик откажется всерьез выполнять свою работу и задним числом нарисует анализы или что еще, если к тому моменту будет кому жаловаться.
",0.0,0.0
"На самом деле есть кому остановить, другой вопрос, что взаимная аннигиляция пока останавливает.
",0.0,0.0
"В этих случаях ищут максимальные разовую и суточную дозу, разовая - 100мг, суточная - 250мг. Парню крупно повезло, в 2 раза превысил суточную. P.S. Для сна(но это 18 , раньше нельзя) рекомендую мелаксен, имеет седативный эффект и выравнивает циркадные ритмы, однако СНАЧАЛА СХОДИ К ВРАЧУ, ПРЕЖДЕ ЧЕМ ГЛОТАТЬ ВСЕ ПОДРЯД, ЛЕНИВАЯ ЖОПА!!!
",0.0,0.0
"А как по мне 30 гб 200м безлимитные смс за 440р довольно дорого, учитывая что в 3g у вас довольно низкие скорости.
",0.0,0.0
"У нас 90 процентов депутатов с двумя а то тремя гражданствами и похер всем, работают на благо страны
",0.0,0.0
"Пока многие ищут супер-пупер светодиодные лампы, у меня в ванной обычная энергосберегающая уже 9 лет работает. Интересно, кто сэкономил больше?)
",0.0,0.0
"Модератор - пидорас и хуесос
",1.0,1.0
"Я читала, что можно сделать лет до 26. Но с 18 - платно и очень дорого.
",0.0,0.0
"Заменил Теле2 на МТС 250р 1000 мин, 1000 СМС, 25Гб, мне нравится, вот теперь думаю Теле2 номер привязать к МТС, номер старый удобный все нужные мне люди знают
",0.0,0.0
"За 12 кВт Tesla powerwall. цена 1 кВт около 17 центов США выходит. Просто обосраться как выгодно. И это без учёта солнечной системы и работ по монтажу.
",0.0,0.0
"Посмотрел специально про поезда в Польше. Итак, расстояние между Гданьском и Варшавой 283 километра, а между Новосибирском и Томском - 308. Немного длиннее. Самый быстрый поезд у нас 4 часа 27 минут. Гданьск-Варшава самый быстрый - 2 часа, 39 минут. Но ходит один-два раза в день, в другое время проезд от трех до 5,8 часов. И, самое главное. у нас цена билета идет от 609 р. в сидячем, плацкарт 750 р, купе от 1200 рэ. В Польше цена порядка 2800 (165 злотых в среднем) рэ. Вы согласны ехать три часа сидя и при этом заплатить в 4,5 раза больше, чем в сидячем у нас, который едет 4 часа 27 минут?
",0.0,0.0
"Я думаю что верующие мирянки не должны получать эту услугу бесплатно, только за свой счёт!А за ответом на вопрос почему отправлять к этому архиепископу
",0.0,1.0
"Почему тян поколения Z предпочитают небелых мужчин? Объективных доказательств в пользу твоего утверждения нет, так что это всего лишь твои бредовые маняфантазии на фоне больного разума, и возможно, ненависти к младшему поколению. Не тратьте на этого дурачка время.
",1.0,0.0
"культурно выпивать по 6 раз в неделю, один выходной
",0.0,0.0
"А, вот, нагуглилось - видосик сверху Ну да, выходит, что загорелось и подъезды разъебало, но здание целиком не разрушилось",1.0,0.0
"Для неудачников везде в мире не радужно. Ныть надо меньше и работать больше.
",1.0,0.0
"Интересно, что Джастас созвучно с Джастис (Justice - правосудие)
",0.0,0.0
"Быстрее. Но закрытый сантиметровым слоем копоти снег трансформируется в ледышку и иногда доживает до июня, когда как относительно чистый снег может растаять за пару солнечных дней.
",0.0,0.0
"А нацизм это националистический фашизм. Так что правильно объединяют.
",1.0,0.0
"Но условие тарифа комфорт . Под это условие сейчас 90 машин попадают. UPD. Посмотрел условия для Москвы. Там и правда Рио Солярис не могут быть комфортом . UPD2: Альмера тоже не может быть комфортом в МСК, но мой коллега как то таксовал и ему выдали возможность брать комфорт .
",0.0,0.0
"Не припомню, чтоб там донат влиял на боеготовность. Либо часами дротить в мультиплеер, либо задонатить. Сингплеерные игры с донатом заранее сделаны так, чтобы вынуждать донатить. Либо гриндить. Что портит впечатление от игры. Дед спейс я прошёл в районе 90 времени используя самый первый резак и ничего страшного не случилось. С третьим такого даже близко не прокатило. Ты ещё скажи, что в одиссее или шадоу оф вар гриндить не надо и всё проходится легко без доната.
",0.0,1.0
"Да, она просто всратая тян, с повадками быдла. Здесь пиздолисы не водятся, её поклонники обитают на тытрубе и вбыдлятне.
",1.0,1.0
"шлюхе Хиросиму и Ниггерссаки Лок говорил про нигерсраки. И если выбирать между пиндособлядями и корейцами, то выбор очевиден в пользу корейцев. Говно не нужно.
",1.0,0.0
"Ну например. Расторгнуть контракт с инвестором администрация могла не 2018, а например 2008. Между прочим много людей купила квартиры в процессе, а не в самом начале. Этим бы они спасли людей от попадания в такую ситуацию. Плюс было бы больше свободных квартир. А значит проще достроить. Не кормить нас завтраками . Потому что это сжирало наше время. Не терять документацию или восстановить её. Сообщить в минстрой, что у города нет компенсационного участка и возможности нам помочь. А не говорить, что всё нормально и под контролем. Ну это только на вскидку.
",0.0,0.0
"А там рядом не было еще ЗиЛ-130 с установленным АПМ-90? И еще крадущегося тигра?
",0.0,0.0
"Знаешь, я хочу жить в стране, где нет нужды носить оружие, а не в стране, где разрешено его носить.
",0.0,0.0
"Если есть рекламный бюджет, то я бы нашел тех, кто снимет на эти деньги что-то приличнее этого любительского ролика. А если бюджета нет, то и прыгать нехер. На кого этот шлак в принципе рассчитан? Кто выбирает машину, глядя на рекламу? Уж точно не те, кто берет Киа и помнит на какой фильм эта пародия .
",0.0,0.0
Чем отличается На курорте от На отдыхе ?,1.0,0.0
"Почему в спидорашке так много красножопых? У русни как и у латиносов какое-то странное влечение к грязным штанам и сапогу в жопе.
",1.0,0.0
"Нет, это опечатка : , если не трудно, исправьте 3 фрейм, пожалуйста :
",0.0,0.0
"xDDD Привет, сестра! Дико рекомендую Не (воз)буди короля мертвых , это в своём роде жемчужина в жанре, смешнее трэша мне не попадалось. Я, правда, целиком не осилила, но начало шедеврально. А истиннаяпара, кстати, как-то прошла мимо меня... Это что-то из вселенной соулмейтов, что ли, как то не мой фетиш xD Да-да-да, в жизни уже бежала бы от такого мудака и уже в полицию бы обращалась, а в книге - хули, романтика!
",0.0,0.0
"Какую коммуналку? Газ на счетчике, энергия тоже. Вода тоже. Если есть скважина, то за водоотвод не платишь. Ибо вода не учтенная. Обогрев дома разве что... Но при бюджете дома лямов 10, ты уверен что 100к за его обогрев в год для хозяина деньги?
",0.0,0.0
"для бритахии 600 фунтов это как у нас 10к рублей.
",0.0,0.0
"у ебнутых аутистов до сих пор кровавая пена, ВЕДЬ ОН ПОСМЕЛ ТРОНУТЬ ИГРУШЕЧКУ, НЕ ЗАБУДЕМ НЕ ПРОСТИМ! Потому что если критик не может критиковать себя(то есть признать ошибки), то это не критик, а мудак. Ибо критическое мышление начинается с критического мышления по отношению к себе.",1.0,0.0
"потом от пиздюлей и правда хромой станет
",1.0,0.0
"Нормальные цыгане называются цигане
",1.0,1.0
"Почти на уровне рокетбанка. Там спецы ещё круче картинки мемные отправляют
",0.0,0.0
"Лахтобляди совсем ебанулись. Скоро все подряд страны будут перефорсивать на Пидорашку.
",1.0,0.0
"11 лет назад тоже собрали теслину Лампы светились руку пробило через дюралевый меч причем ручка бьыла в обмотке из кожи пробила и её
",0.0,0.0
"Это яйцо? Был такой, но инет не расшаривался, а мне это очень нужно. По сути у нас в стране одна из самых низких цен в мире на мобильную связь и интернет, при это с очень высоким качеством (в подавляющем числе стран и дороже и хуже). Но находится куча недовольных, удивляюсь просто.
",0.0,0.0
"Я с АлиЭкспресс через Сбербанк вернул деньги в течение месяца,сам не ожидал от Сбербанк такого. А возврат денег с площадки ждал больше 3 месяцев. По visa срок чарджбека вроде полгода потом уже не вернёшь и только с Юр лиц.
",0.0,0.0
"Вы просто латентный веган
",1.0,1.0
"Все это напоминает дипломные работы - надо высосать из пальца потребность и что-нибудь сделать)
",0.0,0.0
"не понятно мне, в общем) кажется что либо одно либо другое В нашем сером-сером мире сложно разделить что-то на белое и чёрное. Вот мне нравятся люди, в которых есть противоречия. Иногда их и не заметно на первый взгляд. Но вот простых людей большинство. И в них для меня нет ничего интересного.
",0.0,0.0
"Ну ему сложней чем тебе. У тебя то внешность пидорковатая. Ты паричек надел и готов писю принимать за вечно деревянные.
",1.0,1.0
"Тупа сеги трэнду бездарного хуйсоса, а так жи насрал на ебала его зрителям, десу.
",1.0,1.0
"Может имелась в виду пирамида?
",0.0,1.0
"Еще раз: В те времена все стройбатовские части были на самообеспечении и получали приличные деньги.
",0.0,0.0
"Извини, но только в уга буга восточноевропейской параше по щелчку пальцев меняют правительство из вне.
",1.0,0.0
"Сообщение просто сгусток интеллекта.
",1.0,1.0
"Начало строительства стены ночным дозором Вестероса
",0.0,1.0
"вражеский снайпер убил медика-трансплантолога 24-ой бригады нихуя , у хохлов даже штатный специалист по хирургическим отходам что-ле имеется в каждой бригаде? не удивлюсь, если его свои же и завалили, кому охота, чтоб его ливер потрошили после смерти для отправки европейским панам за большие бабки
",1.0,0.0
Мне кажется что я влюбился...,0.0,1.0
"Спасибо. Буду искать чтото похожее. Зипс- панелей у меня в городе нет..
",0.0,0.0
"ТС же собирает в институт поступать, студентам тоже зазорно работать?
",0.0,0.0
"донатить петушильникову в голосину с дебила
",0.0,0.0
"И заголовки? Вообще не понимаю, как это может что-то изменить, если большинство не читает договоры. Можно разве что закрепить законодательно требования писать шрифтом не менее 14 кегля с полуторным интервалом и разорить банки расходами на бумагу)
",0.0,0.0
"больше ни чего не комментирую, а то опять забанят интернетнытики своими минусами.",0.0,0.0
"Польза донорства несомненна. У кадровых доноров значительно снижается частота сердцечно-сосудистых заболеваний, в частности инсультов, потому что идет активное обновление крови. Наши кадровые доноры и крови, и плазмы, особенно мужчины, лучше защищены от сосудистых катастроф. Кроме этого, любая донация это хоть и мягкий, но стресс для организма. И доказано, что наличие именно таких мягких стрессов повышает устойчивость человека к воздействию неблагоприятных факторов внешней среды. Благодаря донорству клетки крови регулярно обновляются, ведь и они склонны стареть. Обычно происходит их естественное восстановление, а у доноров этот процесс происходит с большей частотой. Есть такая теория, что женский организм более устойчив к негативным внешним факторам именно потому, что происходит ежемесячная кровопотеря. Ольга Майорова: Донорская кровь не лекарство, её нельзя купить в аптеке Донорство очень полезно при наличии генетического заболевания гемохромотоза, связанного с накоплением железа, выведение которого нарушено. В США половина доноров крови это люди, имеющие это наследственное заболевание. Для них одним из физиологических путей лечения является кровопускание, от чего им физически становится легче. Другая категория это люди с повышенным содержанием холестерина и жиров в плазме. Все же знают, что в этом случае для лечения и профилактики используют плазмоферез. В коммерческих клиниках эта процедура стоит довольно дорого. Но не все знают, что донорский плазмоферез практически та же самая процедура. Люди, перешагнувшие 50 и 60-летние возрастные рубежи, очень активно сдают плазму просто потому, что они хорошо себя после этого чувствуют. Донорство позволяет продлить молодость и вести активный образ жизни. Не стоит забывать и про психологический фактор. Донорство это подтверждение собственной значимости, люди испытывают огромное моральное удовлетворение. Это же спасенные жизни. Кроме этого, доноры это определенный клуб, особенно доноры плазмы, которые приходят в одни и те же дни, в одно и тоже время. Завязываются знакомства, что важно с учетом того, какой сегодня дефицит прямого общения из-за расцвета социальных сетей. Кстати, если ваш любимый человек или просто новый симпатичный вам знакомый противоположного пола кадровый донор, то с ним можно все, потому что он заведомо здоров. Ведь будучи донором с частотой в 2 недели человек получает проверку на самые сложные и тяжелые заболевания.
",0.0,0.0
